lcl|ORF6:4714:5031,Q07736.1,28.283,99,67,2,8,103,285,382,9.56e-05,43.1,46.46
lcl|ORF6:4714:5031,Q914K8.1,32.877,73,48,1,11,82,295,367,0.009,37.4,47.95
lcl|ORF6:4714:5031,Q47281.1,28.866,97,65,2,8,101,283,378,0.011,37.0,46.39
lcl|ORF6:4714:5031,Q06683.1,32.877,73,32,3,11,76,153,215,0.033,35.8,47.95
lcl|ORF7:5236:5451,Q06683.1,30.435,69,48,0,1,69,321,389,1.11e-08,52.8,62.32
lcl|ORF7:5236:5451,P33919.2,33.333,66,44,0,1,66,293,358,3.99e-07,48.1,57.58
lcl|ORF7:5236:5451,P24125.1,38.462,52,32,0,1,52,231,282,1.20e-05,43.9,61.54
lcl|ORF7:5236:5451,Q1MTR1.2,30.000,70,49,0,1,70,308,377,8.43e-05,41.6,47.14
lcl|ORF12:8866:9828,P96704.1,40.446,314,186,1,2,314,7,320,7.38e-77,245,62.74
lcl|ORF12:8866:9828,P0AAE0.1,36.677,319,200,2,2,318,11,329,9.57e-68,222,57.99
lcl|ORF12:8866:9828,O06005.2,40.764,314,185,1,2,314,8,321,1.30e-64,213,61.46
lcl|ORF12:8866:9828,A0A0H2VDI7.1,36.364,319,201,2,2,318,11,329,4.84e-63,209,57.99
lcl|ORF12:8866:9828,A2RI87.1,38.272,324,189,3,1,314,1,323,6.43e-63,209,58.33
lcl|ORF12:8866:9828,A2RI86.1,37.460,315,195,2,2,315,8,321,3.98e-60,201,57.14
lcl|ORF12:8866:9828,P24207.1,35.962,317,202,1,4,320,13,328,9.00e-59,198,56.78
lcl|ORF12:8866:9828,P54425.2,34.268,321,206,2,1,320,1,317,2.12e-56,192,56.39
lcl|ORF12:8866:9828,Q8FL49.1,35.514,321,204,3,1,320,1,319,4.53e-56,191,55.76
lcl|ORF12:8866:9828,P59737.1,35.202,321,205,3,1,320,2,320,1.63e-55,189,55.45
lcl|ORF12:8866:9828,P15993.3,34.891,321,206,3,1,320,2,320,3.93e-55,188,55.45
lcl|ORF12:8866:9828,Q8X968.1,35.202,321,205,3,1,320,2,320,5.33e-55,188,55.14
lcl|ORF12:8866:9828,P0A189.1,33.750,320,195,4,5,315,3,314,6.67e-55,188,56.56
lcl|ORF12:8866:9828,O34618.1,32.915,319,212,2,3,320,2,319,2.99e-54,186,56.43
lcl|ORF12:8866:9828,E1W822.1,33.645,321,210,2,1,320,2,320,5.01e-54,186,54.52
lcl|ORF12:8866:9828,P27837.4,34.375,320,193,4,5,315,3,314,6.76e-52,180,57.19
lcl|ORF12:8866:9828,P37460.3,32.492,317,213,1,5,320,2,318,7.48e-50,174,54.89
lcl|ORF12:8866:9828,P0AAE2.1,32.808,317,212,1,5,320,2,318,1.46e-46,166,55.21
lcl|ORF12:8866:9828,P77610.2,31.447,318,213,3,7,320,23,339,3.17e-44,160,54.40
lcl|ORF12:8866:9828,P40812.1,31.761,318,212,3,7,320,23,339,1.76e-43,158,55.35
lcl|ORF12:8866:9828,Q9X7P0.1,32.716,324,201,4,7,320,27,343,1.09e-42,156,54.63
lcl|ORF12:8866:9828,P46349.3,30.625,320,216,3,4,320,2,318,2.02e-42,155,50.31
lcl|ORF12:8866:9828,Q47689.2,30.218,321,215,3,1,315,1,318,3.39e-40,149,50.16
lcl|ORF12:8866:9828,P0A4W1.1,30.938,320,214,4,5,319,13,330,4.48e-40,149,53.12
lcl|ORF12:8866:9828,P9WQM8.1,30.341,323,210,4,7,320,14,330,1.06e-39,148,52.01
lcl|ORF12:8866:9828,P25737.5,31.437,334,209,9,2,320,4,332,4.78e-39,146,51.80
