lcl|ORF2:3430:3651,MCD5551245.1,78.082,73,16,0,1,73,1,73,4.66e-31,117,89.04
lcl|ORF2:3430:3651,WP_260279659.1,73.973,73,19,0,1,73,1,73,9.16e-31,113,89.04
lcl|ORF2:3430:3651,GHN57623.1,76.712,73,17,0,1,73,1,73,1.09e-30,115,89.04
lcl|ORF2:3430:3651,WP_002880099.1,80.822,73,14,0,1,73,1,73,4.94e-30,122,90.41
lcl|ORF2:3430:3651,MCI1949889.1,75.342,73,18,0,1,73,1,73,5.39e-30,114,89.04
lcl|ORF2:3430:3651,GHN29996.1,79.452,73,15,0,1,73,1,73,8.18e-30,119,89.04
lcl|ORF2:3430:3651,WP_236164746.1,79.452,73,15,0,1,73,1,73,3.01e-29,120,89.04
lcl|ORF2:3430:3651,WP_206350272.1,79.452,73,15,0,1,73,1,73,6.00e-29,119,89.04
lcl|ORF2:3430:3651,WP_232557857.1,79.452,73,15,0,1,73,1,73,6.12e-29,119,89.04
lcl|ORF2:3430:3651,WP_236153444.1,79.452,73,15,0,1,73,1,73,6.12e-29,119,89.04
lcl|ORF2:3430:3651,WP_138463848.1,79.452,73,15,0,1,73,1,73,6.12e-29,119,89.04
lcl|ORF2:3430:3651,WP_279282721.1,79.452,73,15,0,1,73,1,73,6.18e-29,119,89.04
lcl|ORF2:3430:3651,WP_013440082.1,79.452,73,15,0,1,73,1,73,6.30e-29,119,89.04
lcl|ORF2:3430:3651,WP_231538952.1,79.452,73,15,0,1,73,1,73,6.49e-29,119,89.04
lcl|ORF2:3430:3651,WP_231548199.1,79.452,73,15,0,1,73,1,73,6.55e-29,119,89.04
lcl|ORF2:3430:3651,WP_072544306.1,79.452,73,15,0,1,73,1,73,6.61e-29,119,89.04
lcl|ORF2:3430:3651,WP_035185676.1,79.452,73,15,0,1,73,1,73,6.61e-29,119,89.04
lcl|ORF2:3430:3651,WP_003612197.1,79.452,73,15,0,1,73,1,73,6.81e-29,119,89.04
lcl|ORF2:3430:3651,WP_236160278.1,79.452,73,15,0,1,73,1,73,7.36e-29,119,89.04
lcl|ORF2:3430:3651,WP_016396849.1,78.082,73,16,0,1,73,1,73,1.09e-28,118,89.04
lcl|ORF2:3430:3651,MCD5434941.1,78.082,73,16,0,1,73,1,73,1.23e-28,118,87.67
lcl|ORF2:3430:3651,WP_130183603.1,78.082,73,16,0,1,73,1,73,2.36e-28,117,89.04
lcl|ORF2:3430:3651,WP_231547070.1,78.082,73,16,0,1,73,1,73,2.39e-28,117,89.04
lcl|ORF2:3430:3651,WP_035165197.1,78.082,73,16,0,1,73,1,73,2.41e-28,117,89.04
lcl|ORF2:3430:3651,AZA15540.1,78.082,73,16,0,1,73,1,73,2.43e-28,117,89.04
lcl|ORF2:3430:3651,WP_138490909.1,78.082,73,16,0,1,73,1,73,2.43e-28,117,89.04
lcl|ORF2:3430:3651,WP_231527321.1,78.082,73,16,0,1,73,1,73,2.46e-28,117,89.04
lcl|ORF2:3430:3651,MCD5492381.1,78.082,73,16,0,1,73,1,73,2.48e-28,117,89.04
lcl|ORF2:3430:3651,WP_231537070.1,78.082,73,16,0,1,73,1,73,2.48e-28,117,89.04
lcl|ORF2:3430:3651,WP_231534026.1,78.082,73,16,0,1,73,1,73,2.48e-28,117,89.04
lcl|ORF2:3430:3651,WP_231547380.1,78.082,73,16,0,1,73,1,73,2.48e-28,117,89.04
lcl|ORF2:3430:3651,WP_231525161.1,78.082,73,16,0,1,73,1,73,2.50e-28,117,89.04
lcl|ORF2:3430:3651,WP_231530373.1,78.082,73,16,0,1,73,1,73,2.50e-28,117,89.04
lcl|ORF2:3430:3651,WP_231524280.1,78.082,73,16,0,1,73,1,73,2.53e-28,117,89.04
lcl|ORF2:3430:3651,WP_308858483.1,78.082,73,16,0,1,73,1,73,2.76e-28,117,89.04
lcl|ORF2:3430:3651,MBT8996793.1,73.973,73,19,0,1,73,1,73,2.99e-28,114,89.04
lcl|ORF2:3430:3651,WP_086355734.1,78.082,73,16,0,1,73,1,73,3.88e-28,117,89.04
lcl|ORF2:3430:3651,WP_260265440.1,76.712,73,17,0,1,73,1,73,4.19e-28,117,90.41
lcl|ORF2:3430:3651,WP_050890605.1,76.712,73,17,0,1,73,1,73,4.40e-28,116,90.41
lcl|ORF2:3430:3651,WP_236158569.1,76.712,73,17,0,1,73,1,73,4.49e-28,116,90.41
lcl|ORF2:3430:3651,MCH3984262.1,76.712,73,17,0,1,73,1,73,4.71e-28,116,90.41
lcl|ORF2:3430:3651,WP_236157371.1,78.082,73,16,0,1,73,1,73,5.44e-28,116,87.67
lcl|ORF2:3430:3651,MCI1659363.1,78.082,73,16,0,1,73,1,73,5.50e-28,116,87.67
lcl|ORF2:3430:3651,WP_236154436.1,76.712,73,17,0,1,73,1,73,5.89e-28,116,89.04
lcl|ORF2:3430:3651,WP_070489272.1,78.082,73,16,0,1,73,1,73,6.75e-28,116,87.67
